movieId,title,genres,year,clean_title,popularity_score,avg_rating
3178,"Hurricane, The (1999)",Drama,1999,"Hurricane, The",509,3.848722986
3179,Angela's Ashes (1999),Drama,1999,Angela's Ashes,225,3.413333333
3180,Play it to the Bone (1999),Comedy|Drama,1999,Play it to the Bone,70,2.2
3181,Titus (1999),Drama,1999,Titus,163,3.711656442
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,1999,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,124,3.959677419
3183,"Third Miracle, The (1999)",Drama,1999,"Third Miracle, The",45,3.622222222
3184,Montana (1998),Action|Comedy|Crime|Drama,1998,Montana,5,3
3185,Snow Falling on Cedars (1999),Drama,1999,Snow Falling on Cedars,398,3.412060302
3186,"Girl, Interrupted (1999)",Drama,1999,"Girl, Interrupted",431,3.477958237
3187,Trans (1998),Drama,1998,Trans,3,3
3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,1998,"Life and Times of Hank Greenberg, The",54,3.703703704
3189,My Dog Skip (1999),Comedy,1999,My Dog Skip,300,3.643333333
3190,Supernova (2000),Adventure|Sci-Fi,2000,Supernova,161,2.149068323
3191,"Quarry, The (1998)",Drama,1998,"Quarry, The",,
3192,"Terrorist, The (Malli) (1998)",Drama,1998,"Terrorist, The (Malli)",24,4.083333333
3193,Creature (1999),Documentary,1999,Creature,,
3194,"Way We Were, The (1973)",Drama,1973,"Way We Were, The",220,3.304545455
3195,Tess of the Storm Country (1922),Drama,1922,Tess of the Storm Country,,
3196,Stalag 17 (1953),Drama|War,1953,Stalag 17,394,4.228426396
3197,"Presidio, The (1988)",Action,1988,"Presidio, The",251,3.302788845
3198,Papillon (1973),Drama,1973,Papillon,325,4.073846154
3199,Pal Joey (1957),Comedy|Musical|Romance,1957,Pal Joey,72,3.347222222
3200,"Last Detail, The (1973)",Comedy|Drama,1973,"Last Detail, The",172,3.848837209
3201,Five Easy Pieces (1970),Drama,1970,Five Easy Pieces,359,3.95264624
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama,1971,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),1,1
3203,Dead Calm (1989),Thriller,1989,Dead Calm,497,3.67806841
3204,"Boys from Brazil, The (1978)",Thriller,1978,"Boys from Brazil, The",204,3.661764706
3205,Black Sunday (La Maschera Del Demonio) (1960),Horror,1960,Black Sunday (La Maschera Del Demonio),4,2.25
3206,Against All Odds (1984),Romance,1984,Against All Odds,133,3.248120301
3207,"Snows of Kilimanjaro, The (1952)",Adventure,1952,"Snows of Kilimanjaro, The",5,3.2
3208,Loaded Weapon 1 (1993),Action|Comedy,1993,Loaded Weapon 1,264,2.761363636
3209,"Loves of Carmen, The (1948)",Drama,1948,"Loves of Carmen, The",1,1
3210,Fast Times at Ridgemont High (1982),Comedy,1982,Fast Times at Ridgemont High,886,3.837471783
3211,"Cry in the Dark, A (1988)",Drama,1988,"Cry in the Dark, A",66,3.515151515
3212,Born to Win (1971),Drama,1971,Born to Win,2,2.5
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,1993,Batman: Mask of the Phantasm,232,3.560344828
3214,American Flyers (1985),Drama,1985,American Flyers,97,3.329896907
3215,Voyage of the Damned (1976),Drama,1976,Voyage of the Damned,11,3.181818182
3216,Vampyros Lesbos (Las Vampiras) (1970),Horror,1970,Vampyros Lesbos (Las Vampiras),3,3.333333333
3217,"Star Is Born, A (1937)",Drama,1937,"Star Is Born, A",91,3.351648352
3218,Poison (1991),Drama,1991,Poison,32,3.1875
3219,Pacific Heights (1990),Thriller,1990,Pacific Heights,447,3.255033557
3220,Night Tide (1961),Drama,1961,Night Tide,1,2
3221,"Draughtsman's Contract, The (1982)",Drama,1982,"Draughtsman's Contract, The",29,3.413793103
3222,Carmen (1984),Drama,1984,Carmen,30,4.166666667
3223,"Zed & Two Noughts, A (1985)",Drama,1985,"Zed & Two Noughts, A",29,3.413793103
3224,Woman in the Dunes (Suna no onna) (1964),Drama,1964,Woman in the Dunes (Suna no onna),77,4.051948052
3225,Down to You (2000),Comedy|Romance,2000,Down to You,122,2.68852459
3226,Hellhounds on My Trail (1999),Documentary,1999,Hellhounds on My Trail,,
3227,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",Comedy|Drama|Thriller,1996,"Not Love, Just Frenzy (Más que amor, frenesí)",,
3228,Wirey Spindell (1999),Comedy,1999,Wirey Spindell,2,1
3229,Another Man's Poison (1952),Crime|Drama,1952,Another Man's Poison,1,4
3230,"Odessa File, The (1974)",Thriller,1974,"Odessa File, The",78,3.666666667
3231,"Saphead, The (1920)",Comedy,1920,"Saphead, The",,
3232,Seven Chances (1925),Comedy,1925,Seven Chances,5,4
3233,Smashing Time (1967),Comedy,1967,Smashing Time,2,5
3234,Train Ride to Hollywood (1978),Comedy,1978,Train Ride to Hollywood,,
3235,Where the Buffalo Roam (1980),Comedy,1980,Where the Buffalo Roam,71,3
3236,Zachariah (1971),Western,1971,Zachariah,2,3.5
3237,Kestrel's Eye (Falkens öga) (1998),Documentary,1998,Kestrel's Eye (Falkens öga),1,1
3238,Eye of the Beholder (1999),Thriller,1999,Eye of the Beholder,267,2.134831461
3239,Isn't She Great? (2000),Comedy,2000,Isn't She Great?,37,2.378378378
3240,"Big Tease, The (1999)",Comedy,1999,"Big Tease, The",33,3.272727273
3241,"Cup, The (Phörpa) (1999)",Comedy,1999,"Cup, The (Phörpa)",57,3.666666667
3242,Santitos (1997),Comedy,1997,Santitos,3,3.666666667
3243,Encino Man (1992),Comedy,1992,Encino Man,293,2.501706485
3244,"Goodbye Girl, The (1977)",Comedy|Romance,1977,"Goodbye Girl, The",322,3.695652174
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,1964,I Am Cuba (Soy Cuba/Ya Kuba),5,4.8
3246,Malcolm X (1992),Drama,1992,Malcolm X,475,3.903157895
3247,Sister Act (1992),Comedy|Crime,1992,Sister Act,666,3.168168168
3248,Sister Act 2: Back in the Habit (1993),Comedy,1993,Sister Act 2: Back in the Habit,202,2.53960396
3249,"Hand That Rocks the Cradle, The (1992)",Thriller,1992,"Hand That Rocks the Cradle, The",340,3.135294118
3250,Alive (1993),Drama,1993,Alive,366,3.401639344
3251,Agnes of God (1985),Drama|Mystery,1985,Agnes of God,276,3.380434783
3252,Scent of a Woman (1992),Drama,1992,Scent of a Woman,555,3.713513514
3253,Wayne's World (1992),Comedy,1992,Wayne's World,1120,3.600892857
3254,Wayne's World 2 (1993),Comedy,1993,Wayne's World 2,433,2.884526559
3255,"League of Their Own, A (1992)",Comedy|Drama,1992,"League of Their Own, A",1099,3.679708826
3256,Patriot Games (1992),Action|Thriller,1992,Patriot Games,1052,3.75
3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,1992,"Bodyguard, The",626,2.85942492
3258,Death Becomes Her (1992),Comedy,1992,Death Becomes Her,339,2.752212389
3259,Far and Away (1992),Drama|Romance,1992,Far and Away,403,3.369727047
3260,Howards End (1992),Drama,1992,Howards End,480,3.729166667
3261,Singles (1992),Comedy|Drama|Romance,1992,Singles,429,3.482517483
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,1992,Twin Peaks: Fire Walk with Me,163,2.969325153
3263,White Men Can't Jump (1992),Comedy,1992,White Men Can't Jump,667,3.188905547
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,1992,Buffy the Vampire Slayer,512,3.091796875
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,1992,Hard-Boiled (Lashou shentan),327,4.137614679
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,1992,Man Bites Dog (C'est arrivé près de chez vous),154,3.655844156
3267,"Mariachi, El (1992)",Action|Thriller,1992,"Mariachi, El",483,3.6873706
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,1992,Stop! Or My Mom Will Shoot,179,1.782122905
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,1992,Forever Young,477,3.203354298
3270,"Cutting Edge, The (1992)",Drama,1992,"Cutting Edge, The",200,3.285
3271,Of Mice and Men (1992),Drama,1992,Of Mice and Men,328,3.847560976
3272,Bad Lieutenant (1992),Crime|Drama,1992,Bad Lieutenant,171,3.204678363
3273,Scream 3 (2000),Horror|Mystery|Thriller,2000,Scream 3,577,2.733102253
3274,Single White Female (1992),Action,1992,Single White Female,438,3.107305936
3275,"Boondock Saints, The (1999)",Action|Comedy,1999,"Boondock Saints, The",92,3.619565217
3276,Gun Shy (2000),Comedy,2000,Gun Shy,46,2.652173913
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,1999,Beloved/Friend (Amigo/Amado),1,4
3278,Gendernauts (1999),Documentary,1999,Gendernauts,,
3279,Knockout (1999),Action|Adventure,1999,Knockout,,
3280,"Baby, The (1973)",Horror,1973,"Baby, The",1,5
3281,"Brandon Teena Story, The (1998)",Documentary,1998,"Brandon Teena Story, The",49,4.040816327
3282,Different for Girls (1996),Comedy,1996,Different for Girls,10,3.7
3283,Minnie and Moskowitz (1971),Action,1971,Minnie and Moskowitz,15,3.466666667
3284,They Might Be Giants (1971),Comedy|Romance,1971,They Might Be Giants,45,3.733333333
3285,"Beach, The (2000)",Adventure|Drama,2000,"Beach, The",423,2.70212766
3286,Snow Day (2000),Comedy,2000,Snow Day,122,2.213114754
3287,"Tigger Movie, The (2000)",Animation|Children's,2000,"Tigger Movie, The",129,2.728682171
3288,Cotton Mary (1999),Drama,1999,Cotton Mary,4,3
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,1999,Not One Less (Yi ge dou bu neng shao),52,3.769230769
3290,Soft Toilet Seats (1999),Comedy,1999,Soft Toilet Seats,1,3
3291,Trois (2000),Thriller,2000,Trois,1,2
3292,"Big Combo, The (1955)",Film-Noir,1955,"Big Combo, The",6,3.833333333
3293,Conceiving Ada (1997),Drama|Sci-Fi,1997,Conceiving Ada,5,3.4
3294,Eaten Alive (1976),Horror,1976,Eaten Alive,2,2.5
3295,Raining Stones (1993),Drama,1993,Raining Stones,2,3.5
3296,To Sir with Love (1967),Drama,1967,To Sir with Love,203,3.793103448
3297,With Byrd at the South Pole (1930),Documentary,1930,With Byrd at the South Pole,1,2
3298,Boiler Room (2000),Drama,2000,Boiler Room,590,3.459322034
3299,Hanging Up (2000),Comedy|Drama,2000,Hanging Up,176,2.295454545
3300,Pitch Black (2000),Action|Sci-Fi,2000,Pitch Black,542,3.300738007
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,2000,"Whole Nine Yards, The",602,3.378737542
3302,Beautiful People (1999),Comedy,1999,Beautiful People,53,3.339622642
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,1999,Black Tar Heroin: The Dark End of the Street,6,3.5
3304,Blue Collar (1978),Crime|Drama,1978,Blue Collar,56,3.571428571
3305,Bluebeard (1944),Film-Noir|Horror,1944,Bluebeard,2,4
3306,"Circus, The (1928)",Comedy,1928,"Circus, The",24,3.958333333
3307,City Lights (1931),Comedy|Drama|Romance,1931,City Lights,271,4.387453875
3308,"Flamingo Kid, The (1984)",Comedy|Drama,1984,"Flamingo Kid, The",294,3.197278912
3309,"Dog's Life, A (1920)",Comedy,1920,"Dog's Life, A",24,3.666666667
3310,"Kid, The (1921)",Action,1921,"Kid, The",62,3.790322581
3311,"Man from Laramie, The (1955)",Western,1955,"Man from Laramie, The",33,3.787878788
3312,"McCullochs, The (1975)",Drama,1975,"McCullochs, The",1,1
3313,Class Reunion (1982),Comedy,1982,Class Reunion,20,2.25
3314,"Big Trees, The (1952)",Action|Drama,1952,"Big Trees, The",4,3.25
3315,Happy Go Lovely (1951),Musical,1951,Happy Go Lovely,1,2
3316,Reindeer Games (2000),Action|Thriller,2000,Reindeer Games,289,2.76816609
3317,Wonder Boys (2000),Comedy|Drama,2000,Wonder Boys,496,3.949596774
3318,Deterrence (1998),Thriller,1998,Deterrence,48,3.479166667
3319,Judy Berlin (1999),Drama,1999,Judy Berlin,28,3.107142857
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,1999,Mifune (Mifunes sidste sang),45,3.511111111
3321,"Waiting Game, The (2000)",Comedy,2000,"Waiting Game, The",1,2
3322,3 Strikes (2000),Comedy,2000,3 Strikes,4,2.75
3323,Chain of Fools (2000),Comedy|Crime,2000,Chain of Fools,1,3
3324,Drowning Mona (2000),Comedy,2000,Drowning Mona,190,2.763157895
3325,"Next Best Thing, The (2000)",Comedy|Drama,2000,"Next Best Thing, The",160,2.33125
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,2000,What Planet Are You From?,180,2.855555556
3327,Beyond the Mat (2000),Documentary,2000,Beyond the Mat,134,3.529850746
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,1999,Ghost Dog: The Way of the Samurai,314,3.843949045
3329,"Year My Voice Broke, The (1987)",Drama,1987,"Year My Voice Broke, The",27,3.814814815
3330,Splendor in the Grass (1961),Drama,1961,Splendor in the Grass,108,3.759259259
3331,My Tutor (1983),Drama,1983,My Tutor,35,2.314285714
3332,"Legend of Lobo, The (1962)",Adventure|Children's,1962,"Legend of Lobo, The",,
3333,"Killing of Sister George, The (1968)",Drama,1968,"Killing of Sister George, The",16,3.5
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1948,Key Largo,461,4.082429501
3335,Jail Bait (1954),Crime|Drama,1954,Jail Bait,12,2.666666667
3336,It Happened Here (1961),Drama,1961,It Happened Here,2,3
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,1967,I'll Never Forget What's 'is Name,2,3.5
3338,For All Mankind (1989),Documentary,1989,For All Mankind,27,4.444444444
3339,Cross of Iron (1977),War,1977,Cross of Iron,43,3.744186047
3340,Bride of the Monster (1956),Horror|Sci-Fi,1956,Bride of the Monster,71,2.802816901
3341,Born Yesterday (1950),Comedy,1950,Born Yesterday,177,4.039548023
3342,Birdy (1984),Drama|War,1984,Birdy,223,3.856502242
3343,And God Created Woman (1988),Comedy|Drama|Romance,1988,And God Created Woman,40,2.375
3344,Blood Feast (1963),Horror,1963,Blood Feast,20,2.6
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,1967,"Charlie, the Lonesome Cougar",23,3.130434783
3346,Color Me Blood Red (1965),Horror,1965,Color Me Blood Red,5,2.8
3347,Never Cry Wolf (1983),Drama,1983,Never Cry Wolf,212,3.981132075
3348,"Night Visitor, The (1970)",Crime|Thriller,1970,"Night Visitor, The",,
3349,"Perils of Pauline, The (1947)",Comedy,1947,"Perils of Pauline, The",25,3.4
3350,"Raisin in the Sun, A (1961)",Drama,1961,"Raisin in the Sun, A",143,3.972027972
3351,Two Thousand Maniacs! (1964),Horror,1964,Two Thousand Maniacs!,15,3.266666667
3352,Brown's Requiem (1998),Drama,1998,Brown's Requiem,3,2.666666667
3353,"Closer You Get, The (2000)",Comedy|Romance,2000,"Closer You Get, The",2,4
3354,Mission to Mars (2000),Sci-Fi,2000,Mission to Mars,793,2.595208071
3355,"Ninth Gate, The (2000)",Thriller,2000,"Ninth Gate, The",298,2.875838926
3356,Condo Painting (2000),Documentary,2000,Condo Painting,,
3357,East-West (Est-ouest) (1999),Drama|Romance,1999,East-West (Est-ouest),103,3.766990291
3358,Defending Your Life (1991),Comedy|Romance,1991,Defending Your Life,446,3.68161435
3359,Breaking Away (1979),Drama,1979,Breaking Away,520,4.080769231
3360,Hoosiers (1986),Drama,1986,Hoosiers,590,3.918644068
3361,Bull Durham (1988),Comedy,1988,Bull Durham,1095,3.837442922
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,1975,Dog Day Afternoon,765,3.969934641
3363,American Graffiti (1973),Comedy|Drama,1973,American Graffiti,990,4.026262626
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,1950,"Asphalt Jungle, The",151,3.927152318
3365,"Searchers, The (1956)",Western,1956,"Searchers, The",245,4.085714286
3366,Where Eagles Dare (1969),Action|Adventure|War,1969,Where Eagles Dare,265,3.811320755
3367,"Devil's Brigade, The (1968)",War,1968,"Devil's Brigade, The",43,3.372093023
3368,"Big Country, The (1958)",Romance|Western,1958,"Big Country, The",63,3.650793651
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,1963,Any Number Can Win (Mélodie en sous-sol ),,
3370,Betrayed (1988),Drama|Thriller,1988,Betrayed,86,3.430232558
3371,Bound for Glory (1976),Drama,1976,Bound for Glory,48,3.708333333
3372,"Bridge at Remagen, The (1969)",Action|War,1969,"Bridge at Remagen, The",56,3.553571429
3373,Buck and the Preacher (1972),Western,1972,Buck and the Preacher,3,2.666666667
3374,Daughters of the Dust (1992),Drama,1992,Daughters of the Dust,15,2.6
3375,Destination Moon (1950),Sci-Fi,1950,Destination Moon,65,3.338461538
3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance,1949,"Fantastic Night, The (La Nuit Fantastique)",1,1
3377,Hangmen Also Die (1943),Drama|War,1943,Hangmen Also Die,2,3.5
3378,"Ogre, The (Der Unhold) (1996)",Drama,1996,"Ogre, The (Der Unhold)",4,3.25
3379,On the Beach (1959),Drama,1959,On the Beach,95,3.947368421
3380,Railroaded! (1947),Film-Noir,1947,Railroaded!,3,3
3381,Slaves to the Underground (1997),Comedy|Drama,1997,Slaves to the Underground,2,3.5
3382,Song of Freedom (1936),Drama,1936,Song of Freedom,1,5
3383,Big Fella (1937),Drama|Musical,1937,Big Fella,,
3384,"Taking of Pelham One Two Three, The (1974)",Action,1974,"Taking of Pelham One Two Three, The",276,3.800724638
3385,Volunteers (1985),Comedy,1985,Volunteers,141,2.553191489
3386,JFK (1991),Drama|Mystery,1991,JFK,756,3.755291005
3387,Who's Harry Crumb? (1989),Comedy,1989,Who's Harry Crumb?,173,2.722543353
3388,Harry and the Hendersons (1987),Comedy,1987,Harry and the Hendersons,298,2.718120805
3389,Let's Get Harry (1986),Action|Adventure,1986,Let's Get Harry,38,2.710526316
3390,Shanghai Surprise (1986),Adventure,1986,Shanghai Surprise,33,1.666666667
3391,Who's That Girl? (1987),Comedy,1987,Who's That Girl?,96,2.28125
3392,She-Devil (1989),Comedy,1989,She-Devil,157,1.936305732
3393,Date with an Angel (1987),Comedy|Fantasy,1987,Date with an Angel,51,2.137254902
3394,Blind Date (1987),Comedy|Romance,1987,Blind Date,210,2.671428571
3395,Nadine (1987),Comedy,1987,Nadine,55,2.836363636
3396,"Muppet Movie, The (1979)",Children's|Comedy,1979,"Muppet Movie, The",744,3.856182796
3397,"Great Muppet Caper, The (1981)",Children's|Comedy,1981,"Great Muppet Caper, The",358,3.737430168
3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,1984,"Muppets Take Manhattan, The",341,3.504398827
3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,1985,Sesame Street Presents Follow That Bird,87,3.126436782
3400,We're Back! A Dinosaur's Story (1993),Animation|Children's,1993,We're Back! A Dinosaur's Story,29,2.517241379
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,1985,Baby... Secret of the Lost Legend,113,2.10619469
3402,Turtle Diary (1985),Drama,1985,Turtle Diary,23,3.347826087
3403,Raise the Titanic (1980),Drama|Thriller,1980,Raise the Titanic,32,2.78125
3404,Titanic (1953),Action|Drama,1953,Titanic,219,3.452054795
3405,"Night to Remember, A (1958)",Action|Drama,1958,"Night to Remember, A",144,3.875
3406,Captain Horatio Hornblower (1951),Action|Adventure|War,1951,Captain Horatio Hornblower,105,3.752380952
3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy|Drama,1999,"Carriers Are Waiting, The (Les Convoyeurs Attendent)",3,1.666666667
3408,Erin Brockovich (2000),Drama,2000,Erin Brockovich,1315,3.863878327
3409,Final Destination (2000),Drama|Thriller,2000,Final Destination,459,3.272331155
3410,Soft Fruit (1999),Comedy|Drama,1999,Soft Fruit,9,4.333333333
3411,Babymother (1998),Drama,1998,Babymother,,
3412,"Bear, The (1988)",Adventure,1988,"Bear, The",175,3.371428571
3413,Impact (1949),Crime|Drama,1949,Impact,2,3.5
3414,Love Is a Many-Splendored Thing (1955),Romance,1955,Love Is a Many-Splendored Thing,50,3.26
3415,"Mirror, The (Zerkalo) (1975)",Drama,1975,"Mirror, The (Zerkalo)",23,3.826086957
3416,"Trial, The (Le Procès) (1963)",Drama,1963,"Trial, The (Le Procès)",51,3.941176471
3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi,1952,"Crimson Pirate, The",73,3.589041096
3418,Thelma & Louise (1991),Action|Drama,1991,Thelma & Louise,1417,3.680310515
3419,Something for Everyone (1970),Comedy|Crime,1970,Something for Everyone,13,3.153846154
3420,...And Justice for All (1979),Drama|Thriller,1979,...And Justice for All,199,3.713567839
3421,Animal House (1978),Comedy,1978,Animal House,1207,4.053024027
3422,She's Gotta Have It (1986),Comedy|Romance,1986,She's Gotta Have It,210,3.4
3423,School Daze (1988),Drama,1988,School Daze,74,2.918918919
3424,Do the Right Thing (1989),Comedy|Drama,1989,Do the Right Thing,781,3.880921895
3425,Mo' Better Blues (1990),Drama,1990,Mo' Better Blues,79,3.291139241
3426,Jungle Fever (1991),Drama|Romance,1991,Jungle Fever,215,3.195348837
3427,Coogan's Bluff (1968),Crime,1968,Coogan's Bluff,74,3.337837838
3428,"Champ, The (1979)",Drama,1979,"Champ, The",59,2.949152542
3429,Creature Comforts (1990),Animation|Comedy,1990,Creature Comforts,274,4.335766423
3430,Death Wish (1974),Action|Drama,1974,Death Wish,220,3.340909091
3431,Death Wish II (1982),Action|Drama,1982,Death Wish II,85,2.670588235
3432,Death Wish 3 (1985),Action|Drama,1985,Death Wish 3,72,2.263888889
3433,Death Wish 4: The Crackdown (1987),Action|Drama,1987,Death Wish 4: The Crackdown,48,2.145833333
3434,Death Wish V: The Face of Death (1994),Action|Drama,1994,Death Wish V: The Face of Death,38,2.263157895
3435,Double Indemnity (1944),Crime|Film-Noir,1944,Double Indemnity,551,4.415607985
3436,Dying Young (1991),Drama|Romance,1991,Dying Young,128,2.7890625
3437,Cool as Ice (1991),Drama,1991,Cool as Ice,12,2
3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,1990,Teenage Mutant Ninja Turtles,534,2.677902622
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,251,2.12749004
3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,1993,Teenage Mutant Ninja Turtles III,188,1.920212766
3441,Red Dawn (1984),Action|War,1984,Red Dawn,475,3.275789474
3442,Band of the Hand (1986),Action,1986,Band of the Hand,39,2.307692308
3443,Born American (1986),Action|Drama|Thriller,1986,Born American,5,3.8
3444,Bloodsport (1988),Action,1988,Bloodsport,222,3.225225225
3445,Eyes of Laura Mars (1978),Mystery|Thriller,1978,Eyes of Laura Mars,139,3.194244604
3446,Funny Bones (1995),Comedy,1995,Funny Bones,39,3.41025641
3447,"Good Earth, The (1937)",Drama,1937,"Good Earth, The",72,3.722222222
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,1987,"Good Morning, Vietnam",1082,3.733826248
3449,"Good Mother, The (1988)",Drama,1988,"Good Mother, The",34,2.970588235
3450,Grumpy Old Men (1993),Comedy,1993,Grumpy Old Men,809,3.415327565
3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,1967,Guess Who's Coming to Dinner,350,3.92
3452,Romeo Must Die (2000),Action|Romance,2000,Romeo Must Die,331,3.141993958
3453,Here on Earth (2000),Drama|Romance,2000,Here on Earth,89,2.483146067
3454,Whatever It Takes (2000),Comedy|Romance,2000,Whatever It Takes,43,2.697674419
3455,Buddy Boy (1999),Drama|Thriller,1999,Buddy Boy,,
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,1999,"Color of Paradise, The (Rang-e Khoda)",65,3.938461538
3457,Waking the Dead (1999),Drama,1999,Waking the Dead,141,2.992907801
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,1989,Blood and Sand (Sangre y Arena),1,3
3459,Gothic (1986),Drama|Horror,1986,Gothic,62,2.774193548
3460,Hillbillys in a Haunted House (1967),Comedy,1967,Hillbillys in a Haunted House,1,1
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,1963,Lord of the Flies,353,3.66572238
3462,Modern Times (1936),Comedy,1936,Modern Times,305,4.236065574
3463,Last Resort (1994),Comedy,1994,Last Resort,10,1.8
3464,Solar Crisis (1993),Sci-Fi|Thriller,1993,Solar Crisis,20,2.45
3465,That's Life! (1986),Drama,1986,That's Life!,18,2.777777778
3466,Heart and Souls (1993),Comedy|Fantasy,1993,Heart and Souls,219,3.547945205
3467,Hud (1963),Drama|Western,1963,Hud,279,4.021505376
3468,"Hustler, The (1961)",Drama,1961,"Hustler, The",450,4.24
3469,Inherit the Wind (1960),Drama,1960,Inherit the Wind,268,4.279850746
3470,Dersu Uzala (1974),Adventure|Drama,1974,Dersu Uzala,92,4.326086957
3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,1977,Close Encounters of the Third Kind,1451,4.014472777
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,1960,Horror Hotel (a.k.a. The City of the Dead),4,1.75
3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,1976,Jonah Who Will Be 25 in the Year 2000,24,3.416666667
3474,Retroactive (1997),Sci-Fi|Thriller,1997,Retroactive,16,3.1875
3475,"Place in the Sun, A (1951)",Drama|Romance,1951,"Place in the Sun, A",134,3.962686567
3476,Jacob's Ladder (1990),Horror|Mystery|Thriller,1990,Jacob's Ladder,667,3.578710645
3477,Empire Records (1995),Comedy|Drama,1995,Empire Records,271,3.044280443
3478,"Bamba, La (1987)",Drama,1987,"Bamba, La",266,3.330827068
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,1985,Ladyhawke,542,3.673431734
3480,Lucas (1986),Drama,1986,Lucas,155,3.625806452
3481,High Fidelity (2000),Comedy,2000,High Fidelity,1373,3.928623452
3482,Price of Glory (2000),Drama,2000,Price of Glory,3,3
3483,"Road to El Dorado, The (2000)",Animation|Children's,2000,"Road to El Dorado, The",168,3.011904762
3484,"Skulls, The (2000)",Thriller,2000,"Skulls, The",302,2.728476821
3485,Autopsy (Macchie Solari) (1975),Horror,1975,Autopsy (Macchie Solari),2,1.5
3486,Devil Girl From Mars (1954),Sci-Fi,1954,Devil Girl From Mars,10,3.1
3487,"Dorado, El (1967)",Western,1967,"Dorado, El",68,3.720588235
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,1959,"Hideous Sun Demon, The",22,2
3489,Hook (1991),Adventure|Fantasy,1991,Hook,722,3.01800554
3490,Horror Express (1972),Horror,1972,Horror Express,17,2.647058824
3491,My Chauffeur (1986),Comedy,1986,My Chauffeur,66,2.939393939
3492,"Son of the Sheik, The (1926)",Adventure,1926,"Son of the Sheik, The",14,3.571428571
3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror,1973,Torso (Corpi Presentano Tracce di Violenza Carnale),2,1
3494,True Grit (1969),Adventure|Western,1969,True Grit,320,3.7375
3495,Roadside Prophets (1992),Comedy|Drama,1992,Roadside Prophets,12,3.75
3496,Madame Sousatzka (1988),Drama,1988,Madame Sousatzka,59,3.220338983
3497,Max Dugan Returns (1983),Comedy,1983,Max Dugan Returns,96,3.052083333
3498,Midnight Express (1978),Drama,1978,Midnight Express,295,4.006779661
3499,Misery (1990),Horror,1990,Misery,884,3.825791855
3500,Mr. Saturday Night (1992),Comedy|Drama,1992,Mr. Saturday Night,177,2.711864407
3501,Murphy's Romance (1985),Comedy|Romance,1985,Murphy's Romance,269,3.546468401
3502,My Life (1993),Drama,1993,My Life,88,3.511363636
